Bond Index
2586.25
NaN
NaN
2596.17
ABC
2594.24
2603.76
2585
2580.34
2577.97
2585.45
2588.76
2587.79
2582.05
2578.76
2582.89
#N/A
2586.67
2574.38
2575.44
2578.89
#N/A
2584.21
2583.19
2593.9
2595.27
2596.82
2591.85
2598.47
2604.26
2591.21
2593.5
2594.39
2591.71
2587.7
2582.65
2581.09
2583.18
2585.35
2583.46
2583.53
2589.9
2590.2
2583.2
2595.03
2589.13
2591.98
2593.6
2605.03
2599.72
2602.4
2602.4
2587.74
2588.63
2585.49
2582.81
2594.58
2596.86
2597.23
2601.89
2601.76
2609.58
2602.03
2609.23
2599.63
2603.22
2610.44
2607.91
2610.52
2623.52
2617.87
2618.91
2618.7
2627.74
2631.53
2635.56
2645.93
2655.09
2650.29
2652.17
2664.24
2660.01
#N/A
2664.67
2674.18
2672.06
2680.05
2679.95
2684.58
2693.12
2689.33
2700.03
2694.26
2695.71
2689
2695.78
2695.66
2702.99
2701.56
2704.21
2697.77
2699.58
2699.35
2698.18
2695.97
2706.62
2711.48
2716.21
2716.51
2709.6
2718.62
2719.44
2724.64
2718.63
2720.8
2721.23
2725.14
2719.18
2727.04
2719.37
2719.28
2700.35
2705.52
2704.95
2705.71
2704.27
2703.13
2713.14
2712.17
2713.03
2714.74
2713.39
2719.41
2735.36
2733.74
2737.1
2740.57
2745.65
2750.26
2751.73
2748.03
2750.13
2753.11
2746.29
2743.65
2741.37
2744.63
2738.96
2752.43
2770.33
2771.38
2773.69
2773.91
2783.38
2784.27
2802.81
2801.19
2804.76
2812.49
2807.87
2798.78
2808.53
2800.16
2791.55
2793.64
2798.68
2796.19
2799
2800.12
2799.95
2799.63
2807.2
2806.43
2813.84
2814.14
2806.93
2797.72
2796.03
2804.63
2794.18
2797.41
2806.89
2814.56
2804.19
2814.52
2810.69
2807.81
2812.38
2818.28
2813.16
2821.97
2822.58
2822.44
2819
2810.14
2824.45
2822.44
2821.85
2821.82
2816.28
2817.17
2826
2825.47
2810.7
2798.69
2797.62
2784.93
2791.27
2788.71
2789.75
2792.28
2794.88
2798.73
2808.57
2812.47
2815.32
2820.49
2819.7
2822.53
2813.72
2813.16
2803.48
2799.58
2798.35
2799.82
2800.71
2797.84
2796.47
2804.19
2794.23
2800.93
2805.3
2807.03
2809.11
2809.46
2805.92
2806.89
2799.47
2789.98
2788.01
2790.43
2792.06
2792.23
2788.02
2792.4
2788.84
2784.59
2750.29
2745.58
2745.88
2728.12
2728.62
2732.94
2723.85
2714.25
2713.39
2715.57
2711.36
2711.65
2710.71
2719.43
2723.82
2715.67
2705.68
2714.25
2716.41
2715.32
2725.01
2718.86
2708.55
2708.82
2711.45
2707.57
2702.51
2699.25
2709.8
2706.43
2711.91
2712.12
2714.95
#N/A
2711.9
2721.62
2726.38
2732.63
2732.66
#N/A
2733.81
2735.99
2751.07
2742.95
2749.83
2749.06
2750.53
2751.8
2749.46
2750.35
2759.64
2748.83
2738.95
2738.93
2750.59
2739.86
2732.46
2736.54
2741.8
2740.6
2743.87
2739.82
2741.38
2739.17
2752.19
2756.13
2762.65
2754.31
2753.22
2751.51
2747.23
2742.97
2752.16
2756.34
2757.24
2757.32
2759.1
2764.49
2777.15
2771.4
2774.91
2758.27
2755.96
2757.09
2756.62
2752.04
2743.49
2732.7
2735.51
2731.81
2732.38
2747.25
2746.15
2749.99
2755.36
2761.93
2767.63
2765.39
2769.59
2773.64
2768.61
2773.41
2769.06
2771.49
2779.4
2778.39
2778.14
2780.92
2776.97
2780.35
2791.27
2791.6
2801.53
#N/A
2798.06
2810.07
2806.31
2800.8
2801.86
2797.78
2789.74
2793.14
2795.92
2798.54
2799.14
2791.28
2798.22
2799.22
2791.86
2793.21
2790.76
2787.57
2788.57
2791.43
2802.72
2803.24
2807.34
2824.31
2820.34
2820.68
2820.5
2815.49
2817.97
2820.33
2821.65
2822.56
2828.34
2831.68
2828.96
2839.6
2836.17
2842.39
2837.9
2834.84
2834.4
2833
2835.03
2849.57
2846.59
2847.83
2845.35
2852.84
2853.48
2853.54
2855.5
2859.47
2851
2848.38
2842.7
2838.63
2833.58
2833.88
2836.95
2831.46
2828.26
2833.2
2835.17
2842.7
2839.76
2844.43
2848.65
2857.35
2858.44
2860.56
2867.02
2863.53
2851.21
2858.7
2854.97
2860.27
2859.84
2868.47
2867.88
2873.31
2865.53
2867.12
2860.77
2865.09
2866.51
2866.1
2864.04
2857.83
2866.06
2870.23
2870.2
2872.97
2868.1
2875.34
2871.87
2876.12
2878.39
2880.23
2879.3
2884.06
2877.77
2878.67
2893.54
2885.38
2893.46
2892.16
2881.6
2875.99
2873.99
2876.24
2877.86
2874.99
2875.76
2872.89
2874.41
2877.02
2885.32
2884.71
2871.84
2875.06
2877.18
2877.48
2878.45
2881.58
2882.1
2879.43
2876.86
2877.77
2883.26
2883.31
2886.05
2893.75
2890.56
2893.15
2886.61
2890.61
2881.21
2884.73
2881.17
2875.14
2874.68
2879.44
2890.61
2889.09
2889.27
2893.51
2893.54
2896.81
2897.5
2893.77
2889.1
2874.95
2876.31
2878.56
2884.2
2881.08
2883.91
2883.5
2888.52
2895.82
2896.13
